表章項目_code,表章項目,出入国者_code,出入国者,入国・出国_code,入国・出国,港_code,港,時間軸(年次)_code,時間軸(年次),unit,value
140,出入国者,130,協定該当者,120,出国者,51510,松山,2008000000,2008年,人,0
140,出入国者,130,協定該当者,120,出国者,51510,松山,2007000000,2007年,人,0
140,出入国者,130,協定該当者,120,出国者,51510,松山,2006000000,2006年,人,0
140,出入国者,130,協定該当者,120,出国者,51520,徳島小松島,2024000000,2024年,人,0
140,出入国者,130,協定該当者,120,出国者,51520,徳島小松島,2023000000,2023年,人,0
140,出入国者,130,協定該当者,120,出国者,51520,徳島小松島,2019000000,2019年,人,0
140,出入国者,130,協定該当者,120,出国者,51520,徳島小松島,2018000000,2018年,人,0
140,出入国者,130,協定該当者,120,出国者,51520,徳島小松島,2017000000,2017年,人,0
140,出入国者,130,協定該当者,120,出国者,51520,徳島小松島,2015000000,2015年,人,0
140,出入国者,130,協定該当者,120,出国者,51520,徳島小松島,2014000000,2014年,人,0
140,出入国者,130,協定該当者,120,出国者,51520,徳島小松島,2012000000,2012年,人,0
140,出入国者,130,協定該当者,120,出国者,51520,徳島小松島,2011000000,2011年,人,0
140,出入国者,130,協定該当者,120,出国者,51520,徳島小松島,2010000000,2010年,人,0
140,出入国者,130,協定該当者,120,出国者,51520,徳島小松島,2009000000,2009年,人,0
140,出入国者,130,協定該当者,120,出国者,51520,徳島小松島,2008000000,2008年,人,0
140,出入国者,130,協定該当者,120,出国者,51520,徳島小松島,2007000000,2007年,人,0
140,出入国者,130,協定該当者,120,出国者,51520,徳島小松島,2006000000,2006年,人,0
140,出入国者,130,協定該当者,120,出国者,51530,高知,2024000000,2024年,人,0
140,出入国者,130,協定該当者,120,出国者,51530,高知,2023000000,2023年,人,0
140,出入国者,130,協定該当者,120,出国者,51530,高知,2022000000,2022年,人,0
140,出入国者,130,協定該当者,120,出国者,51530,高知,2019000000,2019年,人,8
140,出入国者,130,協定該当者,120,出国者,51530,高知,2018000000,2018年,人,14
140,出入国者,130,協定該当者,120,出国者,51530,高知,2017000000,2017年,人,0
140,出入国者,130,協定該当者,120,出国者,51530,高知,2016000000,2016年,人,0
140,出入国者,130,協定該当者,120,出国者,51530,高知,2015000000,2015年,人,0
140,出入国者,130,協定該当者,120,出国者,51530,高知,2014000000,2014年,人,0
140,出入国者,130,協定該当者,120,出国者,51530,高知,2013000000,2013年,人,0
140,出入国者,130,協定該当者,120,出国者,51530,高知,2012000000,2012年,人,0
140,出入国者,130,協定該当者,120,出国者,51530,高知,2011000000,2011年,人,0
140,出入国者,130,協定該当者,120,出国者,51530,高知,2010000000,2010年,人,0
140,出入国者,130,協定該当者,120,出国者,51530,高知,2009000000,2009年,人,0
140,出入国者,130,協定該当者,120,出国者,51530,高知,2008000000,2008年,人,0
140,出入国者,130,協定該当者,120,出国者,51530,高知,2007000000,2007年,人,0
140,出入国者,130,協定該当者,120,出国者,51530,高知,2006000000,2006年,人,0
140,出入国者,130,協定該当者,120,出国者,51540,今治,2024000000,2024年,人,0
140,出入国者,130,協定該当者,120,出国者,51540,今治,2023000000,2023年,人,0
140,出入国者,130,協定該当者,120,出国者,51540,今治,2020000000,2020年,人,0
140,出入国者,130,協定該当者,120,出国者,51540,今治,2019000000,2019年,人,0
140,出入国者,130,協定該当者,120,出国者,51540,今治,2018000000,2018年,人,0
140,出入国者,130,協定該当者,120,出国者,51540,今治,2017000000,2017年,人,0
140,出入国者,130,協定該当者,120,出国者,51540,今治,2016000000,2016年,人,0
140,出入国者,130,協定該当者,120,出国者,51540,今治,2015000000,2015年,人,0
140,出入国者,130,協定該当者,120,出国者,51540,今治,2014000000,2014年,人,0
140,出入国者,130,協定該当者,120,出国者,51540,今治,2013000000,2013年,人,0
140,出入国者,130,協定該当者,120,出国者,51540,今治,2012000000,2012年,人,0
140,出入国者,130,協定該当者,120,出国者,51540,今治,2011000000,2011年,人,0
140,出入国者,130,協定該当者,120,出国者,51540,今治,2010000000,2010年,人,0
140,出入国者,130,協定該当者,120,出国者,51540,今治,2009000000,2009年,人,0
140,出入国者,130,協定該当者,120,出国者,51540,今治,2008000000,2008年,人,0
140,出入国者,130,協定該当者,120,出国者,51540,今治,2007000000,2007年,人,0
140,出入国者,130,協定該当者,120,出国者,51540,今治,2006000000,2006年,人,0
140,出入国者,130,協定該当者,120,出国者,51550,高松,2024000000,2024年,人,0
140,出入国者,130,協定該当者,120,出国者,51550,高松,2019000000,2019年,人,2
140,出入国者,130,協定該当者,120,出国者,51550,高松,2018000000,2018年,人,0
140,出入国者,130,協定該当者,120,出国者,51550,高松,2017000000,2017年,人,0
140,出入国者,130,協定該当者,120,出国者,51550,高松,2016000000,2016年,人,0
140,出入国者,130,協定該当者,120,出国者,51550,高松,2015000000,2015年,人,0
140,出入国者,130,協定該当者,120,出国者,51550,高松,2014000000,2014年,人,0
140,出入国者,130,協定該当者,120,出国者,51550,高松,2012000000,2012年,人,0
140,出入国者,130,協定該当者,120,出国者,51550,高松,2009000000,2009年,人,0
140,出入国者,130,協定該当者,120,出国者,51550,高松,2008000000,2008年,人,0
140,出入国者,130,協定該当者,120,出国者,51550,高松,2007000000,2007年,人,0
140,出入国者,130,協定該当者,120,出国者,51550,高松,2006000000,2006年,人,0
140,出入国者,130,協定該当者,120,出国者,51560,菊間,2024000000,2024年,人,0
140,出入国者,130,協定該当者,120,出国者,51560,菊間,2023000000,2023年,人,0
140,出入国者,130,協定該当者,120,出国者,51560,菊間,2020000000,2020年,人,0
140,出入国者,130,協定該当者,120,出国者,51560,菊間,2019000000,2019年,人,0
140,出入国者,130,協定該当者,120,出国者,51560,菊間,2018000000,2018年,人,0
140,出入国者,130,協定該当者,120,出国者,51560,菊間,2017000000,2017年,人,0
140,出入国者,130,協定該当者,120,出国者,51560,菊間,2016000000,2016年,人,0
140,出入国者,130,協定該当者,120,出国者,51560,菊間,2015000000,2015年,人,0
140,出入国者,130,協定該当者,120,出国者,51560,菊間,2014000000,2014年,人,0
140,出入国者,130,協定該当者,120,出国者,51560,菊間,2013000000,2013年,人,0
140,出入国者,130,協定該当者,120,出国者,51560,菊間,2012000000,2012年,人,0
140,出入国者,130,協定該当者,120,出国者,51560,菊間,2011000000,2011年,人,0
140,出入国者,130,協定該当者,120,出国者,51560,菊間,2010000000,2010年,人,0
140,出入国者,130,協定該当者,120,出国者,51560,菊間,2009000000,2009年,人,0
140,出入国者,130,協定該当者,120,出国者,51560,菊間,2008000000,2008年,人,0
140,出入国者,130,協定該当者,120,出国者,51560,菊間,2007000000,2007年,人,0
140,出入国者,130,協定該当者,120,出国者,51560,菊間,2006000000,2006年,人,0
140,出入国者,130,協定該当者,120,出国者,51570,三島川之江,2024000000,2024年,人,0
140,出入国者,130,協定該当者,120,出国者,51570,三島川之江,2023000000,2023年,人,0
140,出入国者,130,協定該当者,120,出国者,51570,三島川之江,2020000000,2020年,人,0
140,出入国者,130,協定該当者,120,出国者,51570,三島川之江,2019000000,2019年,人,0
140,出入国者,130,協定該当者,120,出国者,51570,三島川之江,2018000000,2018年,人,0
140,出入国者,130,協定該当者,120,出国者,51570,三島川之江,2017000000,2017年,人,0
140,出入国者,130,協定該当者,120,出国者,51570,三島川之江,2016000000,2016年,人,0
140,出入国者,130,協定該当者,120,出国者,51570,三島川之江,2014000000,2014年,人,0
140,出入国者,130,協定該当者,120,出国者,51570,三島川之江,2013000000,2013年,人,0
140,出入国者,130,協定該当者,120,出国者,51570,三島川之江,2012000000,2012年,人,0
140,出入国者,130,協定該当者,120,出国者,51570,三島川之江,2011000000,2011年,人,0
140,出入国者,130,協定該当者,120,出国者,51570,三島川之江,2010000000,2010年,人,0
140,出入国者,130,協定該当者,120,出国者,51570,三島川之江,2009000000,2009年,人,0
140,出入国者,130,協定該当者,120,出国者,51570,三島川之江,2008000000,2008年,人,0
140,出入国者,130,協定該当者,120,出国者,51570,三島川之江,2007000000,2007年,人,0
140,出入国者,130,協定該当者,120,出国者,51570,三島川之江,2006000000,2006年,人,0
140,出入国者,130,協定該当者,120,出国者,51580,大西,2023000000,2023年,人,0
140,出入国者,130,協定該当者,120,出国者,51580,大西,2022000000,2022年,人,0
140,出入国者,130,協定該当者,120,出国者,51580,大西,2019000000,2019年,人,0
140,出入国者,130,協定該当者,120,出国者,51580,大西,2018000000,2018年,人,0
140,出入国者,130,協定該当者,120,出国者,51580,大西,2017000000,2017年,人,0
140,出入国者,130,協定該当者,120,出国者,51580,大西,2016000000,2016年,人,0
140,出入国者,130,協定該当者,120,出国者,51580,大西,2015000000,2015年,人,0
140,出入国者,130,協定該当者,120,出国者,51580,大西,2014000000,2014年,人,0
140,出入国者,130,協定該当者,120,出国者,51580,大西,2013000000,2013年,人,0
140,出入国者,130,協定該当者,120,出国者,51580,大西,2012000000,2012年,人,0
140,出入国者,130,協定該当者,120,出国者,51580,大西,2011000000,2011年,人,0
140,出入国者,130,協定該当者,120,出国者,51580,大西,2010000000,2010年,人,0
140,出入国者,130,協定該当者,120,出国者,51580,大西,2009000000,2009年,人,0
140,出入国者,130,協定該当者,120,出国者,51580,大西,2008000000,2008年,人,0
140,出入国者,130,協定該当者,120,出国者,51580,大西,2007000000,2007年,人,0
140,出入国者,130,協定該当者,120,出国者,51580,大西,2006000000,2006年,人,0
140,出入国者,130,協定該当者,120,出国者,51590,詫間,2018000000,2018年,人,0
140,出入国者,130,協定該当者,120,出国者,51590,詫間,2017000000,2017年,人,0
140,出入国者,130,協定該当者,120,出国者,51590,詫間,2011000000,2011年,人,0
140,出入国者,130,協定該当者,120,出国者,51590,詫間,2010000000,2010年,人,0
140,出入国者,130,協定該当者,120,出国者,51590,詫間,2009000000,2009年,人,0
140,出入国者,130,協定該当者,120,出国者,51590,詫間,2008000000,2008年,人,0
140,出入国者,130,協定該当者,120,出国者,51590,詫間,2007000000,2007年,人,0
140,出入国者,130,協定該当者,120,出国者,51590,詫間,2006000000,2006年,人,0
140,出入国者,130,協定該当者,120,出国者,51600,須崎,2019000000,2019年,人,0
140,出入国者,130,協定該当者,120,出国者,51600,須崎,2018000000,2018年,人,0
140,出入国者,130,協定該当者,120,出国者,51600,須崎,2017000000,2017年,人,0
140,出入国者,130,協定該当者,120,出国者,51600,須崎,2015000000,2015年,人,0
140,出入国者,130,協定該当者,120,出国者,51600,須崎,2014000000,2014年,人,0
140,出入国者,130,協定該当者,120,出国者,51600,須崎,2013000000,2013年,人,0
140,出入国者,130,協定該当者,120,出国者,51600,須崎,2012000000,2012年,人,0
140,出入国者,130,協定該当者,120,出国者,51600,須崎,2007000000,2007年,人,0
140,出入国者,130,協定該当者,120,出国者,51610,宇和島,2024000000,2024年,人,0
140,出入国者,130,協定該当者,120,出国者,51610,宇和島,2022000000,2022年,人,0
140,出入国者,130,協定該当者,120,出国者,51610,宇和島,2019000000,2019年,人,0
140,出入国者,130,協定該当者,120,出国者,51610,宇和島,2017000000,2017年,人,0
140,出入国者,130,協定該当者,120,出国者,51610,宇和島,2015000000,2015年,人,0
140,出入国者,130,協定該当者,120,出国者,51610,宇和島,2013000000,2013年,人,0
140,出入国者,130,協定該当者,120,出国者,51610,宇和島,2012000000,2012年,人,0
140,出入国者,130,協定該当者,120,出国者,51610,宇和島,2011000000,2011年,人,0
140,出入国者,130,協定該当者,120,出国者,51610,宇和島,2010000000,2010年,人,0
140,出入国者,130,協定該当者,120,出国者,51610,宇和島,2008000000,2008年,人,0
140,出入国者,130,協定該当者,120,出国者,51610,宇和島,2006000000,2006年,人,0
140,出入国者,130,協定該当者,120,出国者,51620,波方,2018000000,2018年,人,0
140,出入国者,130,協定該当者,120,出国者,51620,波方,2017000000,2017年,人,0
140,出入国者,130,協定該当者,120,出国者,51620,波方,2016000000,2016年,人,0
140,出入国者,130,協定該当者,120,出国者,51620,波方,2015000000,2015年,人,0
140,出入国者,130,協定該当者,120,出国者,51620,波方,2014000000,2014年,人,0
140,出入国者,130,協定該当者,120,出国者,51620,波方,2013000000,2013年,人,0
140,出入国者,130,協定該当者,120,出国者,51620,波方,2012000000,2012年,人,0
140,出入国者,130,協定該当者,120,出国者,51620,波方,2011000000,2011年,人,0
140,出入国者,130,協定該当者,120,出国者,51620,波方,2010000000,2010年,人,0
140,出入国者,130,協定該当者,120,出国者,51620,波方,2009000000,2009年,人,0
140,出入国者,130,協定該当者,120,出国者,51620,波方,2008000000,2008年,人,0
140,出入国者,130,協定該当者,120,出国者,51620,波方,2007000000,2007年,人,0
140,出入国者,130,協定該当者,120,出国者,51620,波方,2006000000,2006年,人,0
140,出入国者,130,協定該当者,120,出国者,51630,伯方,2023000000,2023年,人,0
140,出入国者,130,協定該当者,120,出国者,51630,伯方,2022000000,2022年,人,0
140,出入国者,130,協定該当者,120,出国者,51630,伯方,2021000000,2021年,人,0
140,出入国者,130,協定該当者,120,出国者,51630,伯方,2020000000,2020年,人,0
140,出入国者,130,協定該当者,120,出国者,51630,伯方,2019000000,2019年,人,0
140,出入国者,130,協定該当者,120,出国者,51630,伯方,2018000000,2018年,人,0
140,出入国者,130,協定該当者,120,出国者,51630,伯方,2017000000,2017年,人,0
140,出入国者,130,協定該当者,120,出国者,51630,伯方,2016000000,2016年,人,0
140,出入国者,130,協定該当者,120,出国者,51630,伯方,2015000000,2015年,人,0
140,出入国者,130,協定該当者,120,出国者,51630,伯方,2014000000,2014年,人,0
140,出入国者,130,協定該当者,120,出国者,51630,伯方,2013000000,2013年,人,0
140,出入国者,130,協定該当者,120,出国者,51630,伯方,2011000000,2011年,人,0
140,出入国者,130,協定該当者,120,出国者,51630,伯方,2010000000,2010年,人,0
140,出入国者,130,協定該当者,120,出国者,51630,伯方,2009000000,2009年,人,0
140,出入国者,130,協定該当者,120,出国者,51630,伯方,2008000000,2008年,人,0
140,出入国者,130,協定該当者,120,出国者,51630,伯方,2007000000,2007年,人,0
140,出入国者,130,協定該当者,120,出国者,51630,伯方,2006000000,2006年,人,0
140,出入国者,130,協定該当者,120,出国者,51640,多度津,2024000000,2024年,人,0
140,出入国者,130,協定該当者,120,出国者,51640,多度津,2023000000,2023年,人,0
140,出入国者,130,協定該当者,120,出国者,51640,多度津,2019000000,2019年,人,0
140,出入国者,130,協定該当者,120,出国者,51640,多度津,2018000000,2018年,人,0
140,出入国者,130,協定該当者,120,出国者,51640,多度津,2017000000,2017年,人,0
140,出入国者,130,協定該当者,120,出国者,51640,多度津,2016000000,2016年,人,0
140,出入国者,130,協定該当者,120,出国者,51640,多度津,2015000000,2015年,人,0
140,出入国者,130,協定該当者,120,出国者,51640,多度津,2014000000,2014年,人,0
140,出入国者,130,協定該当者,120,出国者,51640,多度津,2013000000,2013年,人,0
140,出入国者,130,協定該当者,120,出国者,51640,多度津,2012000000,2012年,人,0
140,出入国者,130,協定該当者,120,出国者,51640,多度津,2011000000,2011年,人,0
140,出入国者,130,協定該当者,120,出国者,51640,多度津,2010000000,2010年,人,0
140,出入国者,130,協定該当者,120,出国者,51640,多度津,2009000000,2009年,人,0
140,出入国者,130,協定該当者,120,出国者,51640,多度津,2008000000,2008年,人,0
140,出入国者,130,協定該当者,120,出国者,51640,多度津,2007000000,2007年,人,0
140,出入国者,130,協定該当者,120,出国者,51640,多度津,2006000000,2006年,人,0
140,出入国者,130,協定該当者,120,出国者,51650,吉海,2023000000,2023年,人,0
140,出入国者,130,協定該当者,120,出国者,51650,吉海,2018000000,2018年,人,0
140,出入国者,130,協定該当者,120,出国者,51650,吉海,2012000000,2012年,人,0
140,出入国者,130,協定該当者,120,出国者,51650,吉海,2010000000,2010年,人,0
140,出入国者,130,協定該当者,120,出国者,51650,吉海,2009000000,2009年,人,0
140,出入国者,130,協定該当者,120,出国者,51650,吉海,2006000000,2006年,人,0
140,出入国者,130,協定該当者,120,出国者,51660,橘,2024000000,2024年,人,0
140,出入国者,130,協定該当者,120,出国者,51660,橘,2020000000,2020年,人,0
140,出入国者,130,協定該当者,120,出国者,51660,橘,2019000000,2019年,人,0
140,出入国者,130,協定該当者,120,出国者,51660,橘,2018000000,2018年,人,0
140,出入国者,130,協定該当者,120,出国者,51660,橘,2017000000,2017年,人,0
140,出入国者,130,協定該当者,120,出国者,51660,橘,2015000000,2015年,人,0
140,出入国者,130,協定該当者,120,出国者,51660,橘,2014000000,2014年,人,0
140,出入国者,130,協定該当者,120,出国者,51660,橘,2013000000,2013年,人,0
140,出入国者,130,協定該当者,120,出国者,51660,橘,2012000000,2012年,人,0
140,出入国者,130,協定該当者,120,出国者,51660,橘,2011000000,2011年,人,0
140,出入国者,130,協定該当者,120,出国者,51660,橘,2010000000,2010年,人,0
140,出入国者,130,協定該当者,120,出国者,51660,橘,2009000000,2009年,人,0
140,出入国者,130,協定該当者,120,出国者,51660,橘,2008000000,2008年,人,0
140,出入国者,130,協定該当者,120,出国者,51660,橘,2007000000,2007年,人,0
140,出入国者,130,協定該当者,120,出国者,51660,橘,2006000000,2006年,人,0
140,出入国者,130,協定該当者,120,出国者,51670,八幡浜,2020000000,2020年,人,0
140,出入国者,130,協定該当者,120,出国者,51670,八幡浜,2018000000,2018年,人,0
140,出入国者,130,協定該当者,120,出国者,51670,八幡浜,2017000000,2017年,人,0
140,出入国者,130,協定該当者,120,出国者,51670,八幡浜,2016000000,2016年,人,0
140,出入国者,130,協定該当者,120,出国者,51670,八幡浜,2015000000,2015年,人,0
140,出入国者,130,協定該当者,120,出国者,51670,八幡浜,2014000000,2014年,人,0
140,出入国者,130,協定該当者,120,出国者,51670,八幡浜,2013000000,2013年,人,0
140,出入国者,130,協定該当者,120,出国者,51670,八幡浜,2011000000,2011年,人,0
140,出入国者,130,協定該当者,120,出国者,51670,八幡浜,2010000000,2010年,人,0
140,出入国者,130,協定該当者,120,出国者,51670,八幡浜,2009000000,2009年,人,0
140,出入国者,130,協定該当者,120,出国者,51670,八幡浜,2008000000,2008年,人,0
140,出入国者,130,協定該当者,120,出国者,51670,八幡浜,2007000000,2007年,人,0
140,出入国者,130,協定該当者,120,出国者,51670,八幡浜,2006000000,2006年,人,0
140,出入国者,130,協定該当者,120,出国者,51680,丸亀,2020000000,2020年,人,0
140,出入国者,130,協定該当者,120,出国者,51680,丸亀,2019000000,2019年,人,0
140,出入国者,130,協定該当者,120,出国者,51680,丸亀,2018000000,2018年,人,0
140,出入国者,130,協定該当者,120,出国者,51680,丸亀,2017000000,2017年,人,0
140,出入国者,130,協定該当者,120,出国者,51680,丸亀,2016000000,2016年,人,0
140,出入国者,130,協定該当者,120,出国者,51680,丸亀,2015000000,2015年,人,0
140,出入国者,130,協定該当者,120,出国者,51680,丸亀,2014000000,2014年,人,0
140,出入国者,130,協定該当者,120,出国者,51680,丸亀,2013000000,2013年,人,0
140,出入国者,130,協定該当者,120,出国者,51680,丸亀,2012000000,2012年,人,0
140,出入国者,130,協定該当者,120,出国者,51680,丸亀,2010000000,2010年,人,0
140,出入国者,130,協定該当者,120,出国者,51680,丸亀,2009000000,2009年,人,0
140,出入国者,130,協定該当者,120,出国者,51680,丸亀,2008000000,2008年,人,0
140,出入国者,130,協定該当者,120,出国者,51680,丸亀,2007000000,2007年,人,0
140,出入国者,130,協定該当者,120,出国者,51680,丸亀,2006000000,2006年,人,0
140,出入国者,130,協定該当者,120,出国者,51690,撫養,2011000000,2011年,人,0
140,出入国者,130,協定該当者,120,出国者,51690,撫養,2006000000,2006年,人,0
140,出入国者,130,協定該当者,120,出国者,51700,西条,2024000000,2024年,人,0
140,出入国者,130,協定該当者,120,出国者,51700,西条,2023000000,2023年,人,0
140,出入国者,130,協定該当者,120,出国者,51700,西条,2022000000,2022年,人,0
140,出入国者,130,協定該当者,120,出国者,51700,西条,2020000000,2020年,人,0
140,出入国者,130,協定該当者,120,出国者,51700,西条,2019000000,2019年,人,0
140,出入国者,130,協定該当者,120,出国者,51700,西条,2018000000,2018年,人,0
140,出入国者,130,協定該当者,120,出国者,51700,西条,2017000000,2017年,人,0
140,出入国者,130,協定該当者,120,出国者,51700,西条,2016000000,2016年,人,0
140,出入国者,130,協定該当者,120,出国者,51700,西条,2015000000,2015年,人,0
140,出入国者,130,協定該当者,120,出国者,51700,西条,2014000000,2014年,人,0
140,出入国者,130,協定該当者,120,出国者,51700,西条,2013000000,2013年,人,0
140,出入国者,130,協定該当者,120,出国者,51700,西条,2012000000,2012年,人,0
140,出入国者,130,協定該当者,120,出国者,51700,西条,2011000000,2011年,人,0
140,出入国者,130,協定該当者,120,出国者,51700,西条,2010000000,2010年,人,0
140,出入国者,130,協定該当者,120,出国者,51700,西条,2009000000,2009年,人,0
140,出入国者,130,協定該当者,120,出国者,51700,西条,2008000000,2008年,人,0
140,出入国者,130,協定該当者,120,出国者,51700,西条,2007000000,2007年,人,0
140,出入国者,130,協定該当者,120,出国者,51700,西条,2006000000,2006年,人,0
140,出入国者,130,協定該当者,120,出国者,51710,粟津,2011000000,2011年,人,0
140,出入国者,130,協定該当者,120,出国者,51710,粟津,2009000000,2009年,人,0
140,出入国者,130,協定該当者,120,出国者,51710,粟津,2006000000,2006年,人,0
140,出入国者,130,協定該当者,120,出国者,51720,岩城,2024000000,2024年,人,0
140,出入国者,130,協定該当者,120,出国者,51720,岩城,2018000000,2018年,人,0
140,出入国者,130,協定該当者,120,出国者,51720,岩城,2017000000,2017年,人,0
140,出入国者,130,協定該当者,120,出国者,51720,岩城,2016000000,2016年,人,0
140,出入国者,130,協定該当者,120,出国者,51720,岩城,2015000000,2015年,人,0
140,出入国者,130,協定該当者,120,出国者,51720,岩城,2014000000,2014年,人,0
140,出入国者,130,協定該当者,120,出国者,51720,岩城,2013000000,2013年,人,0
140,出入国者,130,協定該当者,120,出国者,51720,岩城,2012000000,2012年,人,0
140,出入国者,130,協定該当者,120,出国者,51720,岩城,2011000000,2011年,人,0
140,出入国者,130,協定該当者,120,出国者,51720,岩城,2010000000,2010年,人,0
140,出入国者,130,協定該当者,120,出国者,51720,岩城,2009000000,2009年,人,0
140,出入国者,130,協定該当者,120,出国者,51720,岩城,2008000000,2008年,人,0
140,出入国者,130,協定該当者,120,出国者,51720,岩城,2007000000,2007年,人,0
140,出入国者,130,協定該当者,120,出国者,51720,岩城,2006000000,2006年,人,0
140,出入国者,130,協定該当者,120,出国者,51730,東予,2023000000,2023年,人,0
140,出入国者,130,協定該当者,120,出国者,51730,東予,2022000000,2022年,人,0
140,出入国者,130,協定該当者,120,出国者,51730,東予,2019000000,2019年,人,0
140,出入国者,130,協定該当者,120,出国者,51730,東予,2018000000,2018年,人,0
140,出入国者,130,協定該当者,120,出国者,51730,東予,2017000000,2017年,人,0
140,出入国者,130,協定該当者,120,出国者,51730,東予,2014000000,2014年,人,0
140,出入国者,130,協定該当者,120,出国者,51730,東予,2011000000,2011年,人,0
140,出入国者,130,協定該当者,120,出国者,51730,東予,2007000000,2007年,人,0
140,出入国者,130,協定該当者,120,出国者,51730,東予,2006000000,2006年,人,0
140,出入国者,130,協定該当者,120,出国者,51740,直島,2023000000,2023年,人,0
140,出入国者,130,協定該当者,120,出国者,51740,直島,2019000000,2019年,人,0
140,出入国者,130,協定該当者,120,出国者,51740,直島,2018000000,2018年,人,0
140,出入国者,130,協定該当者,120,出国者,51740,直島,2016000000,2016年,人,0
140,出入国者,130,協定該当者,120,出国者,51740,直島,2015000000,2015年,人,0
140,出入国者,130,協定該当者,120,出国者,51740,直島,2013000000,2013年,人,0
140,出入国者,130,協定該当者,120,出国者,51740,直島,2012000000,2012年,人,0
140,出入国者,130,協定該当者,120,出国者,51740,直島,2010000000,2010年,人,0
140,出入国者,130,協定該当者,120,出国者,51740,直島,2009000000,2009年,人,0
140,出入国者,130,協定該当者,120,出国者,51740,直島,2007000000,2007年,人,0
140,出入国者,130,協定該当者,120,出国者,51740,直島,2006000000,2006年,人,0
140,出入国者,130,協定該当者,120,出国者,51750,松山(空港),2024000000,2024年,人,1
140,出入国者,130,協定該当者,120,出国者,51750,松山(空港),2023000000,2023年,人,2
140,出入国者,130,協定該当者,120,出国者,51750,松山(空港),2022000000,2022年,人,0
140,出入国者,130,協定該当者,120,出国者,51750,松山(空港),2020000000,2020年,人,0
140,出入国者,130,協定該当者,120,出国者,51750,松山(空港),2019000000,2019年,人,1
140,出入国者,130,協定該当者,120,出国者,51750,松山(空港),2018000000,2018年,人,0
140,出入国者,130,協定該当者,120,出国者,51750,松山(空港),2017000000,2017年,人,0
140,出入国者,130,協定該当者,120,出国者,51750,松山(空港),2016000000,2016年,人,5
140,出入国者,130,協定該当者,120,出国者,51750,松山(空港),2015000000,2015年,人,5
140,出入国者,130,協定該当者,120,出国者,51750,松山(空港),2014000000,2014年,人,18
140,出入国者,130,協定該当者,120,出国者,51750,松山(空港),2013000000,2013年,人,9
140,出入国者,130,協定該当者,120,出国者,51750,松山(空港),2012000000,2012年,人,1
140,出入国者,130,協定該当者,120,出国者,51750,松山(空港),2011000000,2011年,人,6
140,出入国者,130,協定該当者,120,出国者,51750,松山(空港),2010000000,2010年,人,4
140,出入国者,130,協定該当者,120,出国者,51750,松山(空港),2009000000,2009年,人,0
140,出入国者,130,協定該当者,120,出国者,51750,松山(空港),2008000000,2008年,人,0
140,出入国者,130,協定該当者,120,出国者,51750,松山(空港),2007000000,2007年,人,0
140,出入国者,130,協定該当者,120,出国者,51750,松山(空港),2006000000,2006年,人,0
140,出入国者,130,協定該当者,120,出国者,51760,船越,2008000000,2008年,人,0
140,出入国者,130,協定該当者,120,出国者,51770,高知(空港),2024000000,2024年,人,0
140,出入国者,130,協定該当者,120,出国者,51770,高知(空港),2023000000,2023年,人,0
140,出入国者,130,協定該当者,120,出国者,51770,高知(空港),2020000000,2020年,人,0
140,出入国者,130,協定該当者,120,出国者,51770,高知(空港),2019000000,2019年,人,0
140,出入国者,130,協定該当者,120,出国者,51770,高知(空港),2018000000,2018年,人,0
140,出入国者,130,協定該当者,120,出国者,51770,高知(空港),2017000000,2017年,人,0
140,出入国者,130,協定該当者,120,出国者,51770,高知(空港),2016000000,2016年,人,0
140,出入国者,130,協定該当者,120,出国者,51770,高知(空港),2015000000,2015年,人,0
140,出入国者,130,協定該当者,120,出国者,51770,高知(空港),2014000000,2014年,人,0
140,出入国者,130,協定該当者,120,出国者,51770,高知(空港),2013000000,2013年,人,0
140,出入国者,130,協定該当者,120,出国者,51770,高知(空港),2012000000,2012年,人,0
140,出入国者,130,協定該当者,120,出国者,51770,高知(空港),2011000000,2011年,人,0
140,出入国者,130,協定該当者,120,出国者,51770,高知(空港),2010000000,2010年,人,0
140,出入国者,130,協定該当者,120,出国者,51770,高知(空港),2009000000,2009年,人,0
140,出入国者,130,協定該当者,120,出国者,51770,高知(空港),2008000000,2008年,人,0
140,出入国者,130,協定該当者,120,出国者,51770,高知(空港),2007000000,2007年,人,0
140,出入国者,130,協定該当者,120,出国者,51770,高知(空港),2006000000,2006年,人,0
140,出入国者,130,協定該当者,120,出国者,51780,徳島(空港),2024000000,2024年,人,0
140,出入国者,130,協定該当者,120,出国者,51780,徳島(空港),2023000000,2023年,人,0
140,出入国者,130,協定該当者,120,出国者,51780,徳島(空港),2020000000,2020年,人,0
140,出入国者,130,協定該当者,120,出国者,51780,徳島(空港),2019000000,2019年,人,0
140,出入国者,130,協定該当者,120,出国者,51780,徳島(空港),2018000000,2018年,人,0
140,出入国者,130,協定該当者,120,出国者,51780,徳島(空港),2017000000,2017年,人,0
140,出入国者,130,協定該当者,120,出国者,51780,徳島(空港),2016000000,2016年,人,0
140,出入国者,130,協定該当者,120,出国者,51780,徳島(空港),2015000000,2015年,人,0
140,出入国者,130,協定該当者,120,出国者,51780,徳島(空港),2014000000,2014年,人,0
140,出入国者,130,協定該当者,120,出国者,51780,徳島(空港),2013000000,2013年,人,0
140,出入国者,130,協定該当者,120,出国者,51780,徳島(空港),2012000000,2012年,人,0
